requirement_id,id_number,summary,text,context,verification,actor,conformance,conditional,source
REQ-555,555,Client SHALL support all four CareTeam participant profile references,"""The client application SHALL support all four profile references.""",CareTeam participant reference requirements for client applications,Test,Client,SHALL,False,Section 14.3.3.4 CareTeam
REQ-556,556,US Core Server SHALL support patient+status search parameter combination for CareTeam,"""SHALL [patient](SearchParameter-us-core-careteam-patient.html)+ [status](SearchParameter-us-core-careteam-status.html) reference+token""",CareTeam required search parameter combination for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.4 CareTeam
REQ-557,557,US Core Server SHALL support search-type and read operations for Condition,"""SHALL support search-type, read.""",Condition resource profile interaction requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.5 Condition
REQ-558,558,US Core Server SHALL support recordedDate for Condition,"""A server SHALL support Condition.recordedDate.""",Condition date element support requirement for problems and health concerns,Test,US Core Server,SHALL,False,Section 14.3.3.5 Condition
REQ-559,559,US Core Server SHALL support at least one of assertedDate Extension or onsetDateTime for Condition,"""A server SHALL support at least one of the assertedDate Extension and Condition.onsetDateTime.""",Condition date element support requirement allowing choice between two date options,Test,US Core Server,SHALL,True,Section 14.3.3.5 Condition
REQ-560,560,Client SHALL support all three Condition date elements,"""The client application SHALL support all three elements.""",Condition date element support requirement for client applications covering all date options,Test,Client,SHALL,False,Section 14.3.3.5 Condition
REQ-561,561,US Core Server SHALL support patient search parameter for Condition,"""SHALL [patient](SearchParameter-us-core-condition-patient.html) reference""",Condition search parameter requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.5 Condition
REQ-562,562,US Core Server SHALL support patient+category search parameter combination for Condition,"""SHALL [patient](SearchParameter-us-core-condition-patient.html)+ [category](SearchParameter-us-core-condition-category.html) reference+token""",Condition required search parameter combination for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.5 Condition
REQ-563,563,US Core Server SHALL document types of changes detectable using _lastUpdated parameter for Condition,"""A server SHALL document the types of changes that can be detected using this parameter.""",Condition _lastUpdated search parameter documentation requirement for server,Inspection,US Core Server,SHALL,True,Section 14.3.3.5 Condition
REQ-564,564,US Core Server SHALL support search-type and read operations for Coverage,"""SHALL support search-type, read.""",Coverage resource profile interaction requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.6 Coverage
REQ-565,565,US Core Server SHALL return Coverage resource using GET by id,"""A Server SHALL be capable of returning a Coverage resource using: GET [base]/Coverage/[id]""",Coverage resource fetch capability requirement for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.6 Coverage
REQ-566,566,US Core Server SHALL support patient search parameter for Coverage,"""SHALL [patient](SearchParameter-us-core-coverage-patient.html) reference""",Coverage search parameter requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.6 Coverage
REQ-567,567,Implantable medical devices with UDI information SHALL represent UDI code in Device.udiCarrier.carrierHRF,"""Implantable medical devices that have UDI information SHALL represent the UDI code in Device.udiCarrier.carrierHRF.""",Device resource UDI representation requirements for implantable medical devices,Test,System with implantable device data,SHALL,True,Section 14.3.3.7 Device
REQ-568,568,US Core Server SHALL support patient+code search parameter combination for DiagnosticReport,"""SHALL [patient](SearchParameter-us-core-diagnosticreport-patient.html)+ [code](SearchParameter-us-core-diagnosticreport-code.html) reference+token""",DiagnosticReport required search parameter combination for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.8 DiagnosticReport
REQ-569,569,US Core Server SHALL document types of changes detectable using _lastUpdated parameter for DiagnosticReport,"""A server SHALL document the types of changes that can be detected using this parameter.""",DiagnosticReport _lastUpdated search parameter documentation requirement for server,Inspection,US Core Server,SHALL,True,Section 14.3.3.8 DiagnosticReport
REQ-570,570,US Core Server SHALL support search-type and read operations for DocumentReference,"""SHALL support search-type, read.""",DocumentReference resource profile interaction requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-571,571,US Core Server SHALL support create operation for DocumentReference,"""SHALL support create""",DocumentReference create operation requirement for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-572,572,US Core Server SHALL support the $docref operation,"""SHALL support the [$docref](OperationDefinition-docref.html) operation""",DocumentReference operation support requirement for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-573,573,US Core Server SHALL be capable of responding to $docref operation and returning CCD document reference,"""A server SHALL be capable of responding to a $docref operation and capable of returning at least a reference to a generated CCD document, if available.""",DocumentReference $docref operation functionality requirement for US Core Server,Test,US Core Server,SHALL,True,Section 14.3.3.9 DocumentReference
REQ-574,574,US Core Server SHALL provide document references within date range when context date range supplied,"""If a context date range is supplied the server  SHOULD provide references to any document that falls within the date range.""",DocumentReference $docref operation date range handling requirement,Test,US Core Server,SHOULD,True,Section 14.3.3.9 DocumentReference
REQ-575,575,"ValueSet must include specific SNOMED CT code for ""No current problems or disability""","""Include these codes as defined in [http://snomed.info/sct](http://www.snomed.org/) Code Display [160245001](http://snomed.info/id/160245001) No current problems or disability""","The US Core Condition Codes Current ValueSet defines which codes can be used for encoding newly recorded, non-legacy problem list items, health concerns and diagnosis. This requirement specifies that the specific SNOMED CT code 160245001 with display ""No current problems or disability"" must be explicitly included in the ValueSet.",Test,ValueSet implementer,SHALL,False,Section 14.183.1 Logical Definition (CLD)
REQ-576,576,US Core Server SHALL provide references to last or current documents when no date range supplied,"""If no date range is supplied, then the server SHALL provide references to last or current document(s).""",DocumentReference $docref operation default behavior when no date range provided,Test,US Core Server,SHALL,True,Section 14.3.3.9 DocumentReference
REQ-577,577,DocumentReference SHALL support at least one of attachment.url or attachment.data,"""Although both are marked as must support, the server system is not required to support an address, and inline base64 encoded data, but SHALL support at least one of these elements.""",DocumentReference content representation requirement allowing choice between URL or inline data,Test,US Core Server,SHALL,True,Section 14.3.3.9 DocumentReference
REQ-578,578,Client SHALL support both DocumentReference attachment.url and attachment.data elements,"""The client application SHALL support both elements.""",DocumentReference content representation requirement for client applications,Test,Client,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-579,579,Multiple DocumentReference content elements SHALL represent same document in different formats,"""If there are multiple DocumentReference.content element repetitions, these SHALL all represent the same document in different format or attachment metadata.""",DocumentReference content element usage constraint for multiple repetitions,Test,System creating DocumentReference,SHALL,True,Section 14.3.3.9 DocumentReference
REQ-580,580,DocumentReference content element SHALL NOT contain different versions of same content,"""The content element SHALL NOT contain different versions of the same content.""",DocumentReference content element usage constraint preventing version confusion,Test,System creating DocumentReference,SHALL NOT,True,Section 14.3.3.9 DocumentReference
REQ-581,581,DocumentReference responsible Organization SHALL be present in custodian or Provenance,"""The organization responsible for the DocumentReference SHALL be present either in DocumentReference.custodian or accessible in the Provenance resource targeting the DocumentReference using Provenance.agent.who or Provenance.agent.onBehalfOf.""",DocumentReference organizational responsibility requirement ensuring accountability,Test,System creating DocumentReference,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-582,582,US Core Server SHALL support _id and patient search parameters for DocumentReference,"""SHALL [_id](SearchParameter-us-core-documentreference-id.html) token, SHALL [patient](SearchParameter-us-core-documentreference-patient.html) reference""",DocumentReference search parameter requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-583,583,US Core Server SHALL support patient+category search parameter combination for DocumentReference,"""SHALL [patient](SearchParameter-us-core-documentreference-patient.html)+ [category](SearchParameter-us-core-documentreference-category.html) reference+token""",DocumentReference required search parameter combination for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-584,584,US Core Server SHALL support patient+category+date search parameter combination for DocumentReference,"""SHALL [patient](SearchParameter-us-core-documentreference-patient.html)+ [category](SearchParameter-us-core-documentreference-category.html)+ [date](SearchParameter-us-core-documentreference-date.html) reference+token+date""",DocumentReference required search parameter combination for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-585,585,US Core Server SHALL support patient+type search parameter combination for DocumentReference,"""SHALL [patient](SearchParameter-us-core-documentreference-patient.html)+ [type](SearchParameter-us-core-documentreference-type.html) reference+token""",DocumentReference required search parameter combination for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.9 DocumentReference
REQ-586,586,US Core Server SHALL support search-type and read operations for Encounter,"""SHALL support search-type, read.""",Encounter resource profile interaction requirements for US Core Server,Test,US Core Server,SHALL,False,Section 14.3.3.10 Encounter
REQ-587,587,US Core Server SHALL support at least one of Encounter.reasonCode or Encounter.reasonReference,"""Although both are marked as must support, the server systems are not required to support both a code and a reference, but they SHALL support *at least one* of these elements.""",Encounter reason representation requirement allowing choice between code or reference,Test,US Core Server,SHALL,True,Section 14.3.3.10 Encounter
REQ-588,588,Client SHALL support both Encounter.reasonCode and Encounter.reasonReference elements,"""The client application SHALL support both elements.""",Encounter reason representation requirement for client applications,Test,Client,SHALL,False,Section 14.3.3.10 Encounter
REQ-589,589,US Core Server SHALL support at least one of Encounter.location.location or Encounter.serviceProvider,"""Although both are marked as must support, the server systems are not required to support both Encounter.location.location and Encounter.serviceProvider, but they SHALL support *at least one* of these elements.""",Encounter location representation requirement allowing choice between direct location or service provider,Test,US Core Server,SHALL,True,Section 14.3.3.10 Encounter
REQ-590,590,Client SHALL support both Encounter.location.location and Encounter.serviceProvider elements,"""The client application SHALL support both elements.""",Encounter location representation requirement for client applications,Test,Client,SHALL,False,Section 14.3.3.10 Encounter
REQ-591,591,US Core Server SHALL support interpreter extension on at least one of Patient or Encounter profiles,"""Although the extension is marked as an *Additional USCDI Requirements* on both US Core Patient and US Core Encounter Profiles, the certifying Server system is not required to support the extension on both profiles, but SHALL support the extension on at least one.""",Interpreter needed extension requirement allowing choice between Patient or Encounter profile implementation,Test,Certifying US Core Server,SHALL,True,Section 14.3.3.10 Encounter
REQ-592,592,"US Core Specimen Profile SHALL specify core elements, extensions, vocabularies, and value sets","""It specifies which core elements, extensions, vocabularies, and value sets SHALL be present and constrains how the elements are used""",The profile defines mandatory requirements for specimen data structure and content to ensure interoperability,Test,Profile implementers,SHALL,False,Section 14.164 - US Core Specimen Profile Text
REQ-593,593,Each Specimen must have a specimen type code,"""Each Specimen Must Have: 1. a specimen type code""",Mandatory data element that must always be present in any US Core Specimen instance,Test,System implementers creating Specimen resources,MUST,False,Section 14.164.1 - Mandatory and Must Support Data Elements
REQ-594,594,Server system SHALL support at least one of Specimen.identifier or Specimen.accessionIdentifier,"""Although both Specimen.identifier and Specimen.accessionIdentifier are marked as Must Support, the Server system is not required to support both, but SHALL support at least one of these elements""",Server systems must provide support for at least one form of specimen identification,Test,Server systems,SHALL,True,Section 14.164.1 - Profile Specific Implementation Guidance
REQ-595,595,Client application SHALL support both identifier and accessionIdentifier elements,"""The Client application SHALL support both elements [Specimen.identifier and Specimen.accessionIdentifier]""",Client applications must be capable of handling both types of specimen identifiers when present,Test,Client applications,SHALL,False,Section 14.164.1 - Profile Specific Implementation Guidance
REQ-596,596,Servers providing specimen data SHALL support US Core SMART Scopes,"""Servers providing access to specimen data SHALL support these [US Core SMART Scopes](scopes.html#smart-scopes): * [resource level scopes]: <patient user system>/Specimen.rs""",Authorization and access control requirements for servers exposing specimen data,Test,Servers providing specimen data access,SHALL,False,Section 14.164.3.1 - US Core Scopes
REQ-597,597,Server SHALL support read Specimen by id,"""SHALL support both read Specimen by id AND Specimen search using the [_id](SearchParameter-us-core-specimen-id.html) search parameter: GET [base]/Specimen/[id] or GET [base]/Specimen?_id=[id]""",Mandatory search capability for retrieving specific specimen resources,Test,Server systems,SHALL,False,Section 14.164.3.2 - Mandatory Search Parameters
REQ-598,598,Server SHALL support Specimen search using _id parameter,"""SHALL support both read Specimen by id AND Specimen search using the [_id](SearchParameter-us-core-specimen-id.html) search parameter: GET [base]/Specimen/[id] or GET [base]/Specimen?_id=[id]""",Mandatory search capability for retrieving specific specimen resources using search parameter syntax,Test,Server systems,SHALL,False,Section 14.164.3.2 - Mandatory Search Parameters
REQ-599,599,Contained resources SHALL NOT contain nested resources,"""If the resource is contained in another resource, it SHALL NOT contain nested Resources (contained.contained.empty())""",This is a general FHIR resource constraint that applies to QuestionnaireResponse resources when they are contained within other resources,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse invariant dom-2
REQ-600,600,Contained resources SHALL be referred to from elsewhere or refer to containing resource,"""If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource""",This ensures proper referential integrity for contained QuestionnaireResponse resources,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse invariant dom-3
REQ-601,601,Contained resources SHALL NOT have meta.versionId or meta.lastUpdated,"""If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated (contained.meta.versionId.empty() and contained.meta.lastUpdated.empty())""",This prevents metadata conflicts for contained QuestionnaireResponse resources,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse invariant dom-4
REQ-602,602,Contained resources SHALL NOT have security labels,"""If a resource is contained in another resource, it SHALL NOT have a security label (contained.meta.security.empty())""",This prevents security label conflicts for contained QuestionnaireResponse resources,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse invariant dom-5
REQ-603,603,Subject SHOULD be present in QuestionnaireResponse,"""Subject SHOULD be present (searching is difficult without subject). Almost all QuestionnaireResponses should be with respect to some sort of subject. (subject.exists())""",This is an SDC-specific requirement for QuestionnaireResponse resources to facilitate searching and context,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHOULD,False,Section 14.158 - QuestionnaireResponse invariant sdcqr-1
REQ-604,604,"For SDC, questionnaire SHALL be version-specific URL hosted on Form Manager","""For SDC, this SHALL be the version-specific URL of the form as hosted on the Form Manager.""",This requirement applies to the questionnaire element and ensures proper form versioning and location for SDC conformance,Test,SDC-conformant systems implementing USCoreQuestionnaireResponseProfile,SHALL,True,Section 14.158 - QuestionnaireResponse.questionnaire element
REQ-605,605,Questionnaire display extension SHALL be the title at time of authoring,"""This SHALL be the title of the Questionnaire at the time the QuestionnaireResponse was originally authored.""",This applies to the questionnaireDisplay extension and ensures accurate historical context,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,True,Section 14.158 - QuestionnaireResponse.questionnaire.extension:questionnaireDisplay element
REQ-606,606,Status codes SHALL be taken from QuestionnaireResponseStatus value set,"""The codes SHALL be taken from QuestionnaireResponseStatus""",This constrains the allowed values for the status element to ensure interoperability,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse.status element binding
REQ-607,607,Applications SHALL meet requirements for modifier extension definition,"""Applications processing a resource are required to check for modifier extensions. Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).""",This is a general FHIR requirement for handling modifier extensions that applies to QuestionnaireResponse processing,Test,Applications processing USCoreQuestionnaireResponseProfile resources,SHALL,False,Section 14.158 - QuestionnaireResponse.modifierExtension element
REQ-608,608,Item modifier extensions SHALL NOT change meaning of elements,"""Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).""",This applies specifically to modifier extensions on QuestionnaireResponse item elements,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse.item.modifierExtension element
REQ-609,609,Answer modifier extensions SHALL NOT change meaning of elements,"""Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).""",This applies specifically to modifier extensions on QuestionnaireResponse answer elements,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHALL,False,Section 14.158 - QuestionnaireResponse.item.answer.modifierExtension element
REQ-610,610,Authored element SHOULD be populated if possible,"""This element is optional to allow for systems that might not know the value, however it SHOULD be populated if possible.""",This applies to the authored timestamp element to encourage capturing when answers were gathered,Test,Systems implementing USCoreQuestionnaireResponseProfile,SHOULD,True,Section 14.158 - QuestionnaireResponse.authored element
REQ-611,611,"US Core PractitionerRole profile SHALL specify core elements, extensions, vocabularies, and value sets","""This profile sets minimum expectations for the PractitionerRole Resource to record, search, and fetch the practitioner role information. It specifies which core elements, extensions, vocabularies, and value sets SHALL be present and constrains how the elements are used.""",The US Core PractitionerRole Profile inherits from the FHIR PractitionerRole resource and defines minimum requirements for practitioner role information exchange,Test,US Core PractitionerRole Profile implementers,SHALL,False,Section 14.154 - US Core PractitionerRole Profile
REQ-612,612,US Core PractitionerRole profile SHOULD be used as default when referenced by other US Core profiles,"""However, the US Core PractitionerRole Profile SHOULD be used as the default profile if referenced by another US Core profile.""",Some US Core Profiles may reference the base PractitionerRole resource instead of the US Core PractitionerRole Profile due to implementer feedback,Test,US Core profile implementers,SHOULD,True,Section 14.154.1 - Profile Specific Implementation Guidance
REQ-613,613,Implementers SHOULD choose role codes that reflect specific duties performed,"""implementers SHOULD choose the code that reflects the specific duties performed within that role rather than the specialty unless the individual's professional specialization characterizes the role.""",When selecting role codes for the PractitionerRole.code element,Test,Implementers,SHOULD,False,Section 14.154.1 - Profile Specific Implementation Guidance
REQ-614,614,PractitionerRole SHALL have contact information or reference to an Endpoint,"""SHALL have contact information or a reference to an Endpoint : telecom.exists() or endpoint.exists()""",Constraint pd-1 on the PractitionerRole resource to ensure contact availability,Test,PractitionerRole implementers,SHALL,False,Section 14.154.2.4 - Constraints pd-1
REQ-615,615,"PractitionerRole SHALL have at least one of practitioner, organization, healthcare service, or location","""SHALL have a practitioner, an organization, a healthcare service, or a location. : practitioner.exists() or organization.exists() or healthcareService.exists() or location.exists()""",Constraint us-core-13 to ensure the PractitionerRole has at least one key reference element,Test,PractitionerRole implementers,SHALL,False,Section 14.154.2.4 - Constraints us-core-13
REQ-616,616,Servers providing practitioner role data SHALL support US Core SMART Scopes,"""Servers providing access to practitioner role data SHALL support these US Core SMART Scopes""",US Core Scopes requirement for servers supporting practitioner role data access,Test,Servers,SHALL,True,Section 14.154.3.1 - US Core Scopes
REQ-617,617,Servers SHALL support searching practitioner role by specialty,"""SHALL support searching practitioner role by specialty using the specialty search parameter""",Mandatory search parameter support for practitioner role specialty searches,Test,Servers,SHALL,False,Section 14.154.3.2 - Mandatory Search Parameters
REQ-618,618,Servers SHALL support searching practitioner role by practitioner name and identifier using chained parameters,"""SHALL support searching practitioner role by practitioner name and identifier using chained parameters using the practitioner search parameter""",Mandatory search parameter support for practitioner role searches via practitioner references,Test,Servers,SHALL,False,Section 14.154.3.2 - Mandatory Search Parameters
REQ-619,619,DataAbsentReason only present when value is absent,"""dataAbsentReason SHALL only be present if Observation.value[x] is not present (dataAbsentReason.empty() or value.empty())""",OBS-6 invariant for Observation resource ensuring proper use of dataAbsentReason element,Test,FHIR Implementation,SHALL,False,Section 14.145 - Invariants
REQ-620,620,Value element must not be present when code matches component code,"""If Observation.code is the same as an Observation.component.code then the value element associated with the code SHALL NOT be present (value.empty() or component.code.where(coding.intersect(%resource.code.coding).exists()).empty())""",OBS-7 invariant for Observation resource preventing duplicate value representation,Test,FHIR Implementation,SHALL,False,Section 14.145 - Invariants
REQ-621,621,Observation status codes must be from ObservationStatus value set,"""The codes SHALL be taken from ObservationStatus""",Binding requirement for Observation.status element to ensure proper status values,Test,FHIR Implementation,SHALL,False,Section 14.145 - Element 6 (Observation.status)
REQ-622,622,Category codes should be from ObservationCategoryCodes value set,"""The codes SHOULD be taken from ObservationCategoryCodes""",Binding requirement for Observation.category element to provide standard categorization,Test,FHIR Implementation,SHOULD,False,Section 14.145 - Element 8 (Observation.category)
REQ-623,623,Observation code must have specific LOINC pattern for pregnancy status,"""Pattern Value { \""coding\"" : [{ \""system\"" : \""http://loinc.org\"", \""code\"" : \""82810-3\"" }] }""",Fixed pattern requirement for Observation.code to identify pregnancy status observations using LOINC code 82810-3,Test,FHIR Implementation,SHALL,False,Section 14.145 - Element 12 (Observation.code)
REQ-624,624,Category must include social-history pattern for pregnancy status observations,"""Pattern Value { \""coding\"" : [{ \""system\"" : \""http://terminology.hl7.org/CodeSystem/observation-category\"", \""code\"" : \""social-history\"" }] }""",Fixed pattern requirement for Observation.category:SocialHistory slice to categorize pregnancy status as social history,Test,FHIR Implementation,SHALL,False,Section 14.145 - Element 10 (Observation.category:SocialHistory)
REQ-625,625,Value codes should be from Pregnancy Status Observation value set,"""The codes SHOULD be taken from Pregnancy Status Observation""",Binding requirement for Observation.valueCodeableConcept to ensure appropriate pregnancy status values,Test,FHIR Implementation,SHOULD,False,Section 14.145 - Element 24 (Observation.value[x]:valueCodeableConcept)
REQ-626,626,"Reference range must have at least low, high, or text","""Must have at least a low or a high or text (low.exists() or high.exists() or text.exists())""",OBS-3 invariant for Observation.referenceRange ensuring meaningful reference range information,Test,FHIR Implementation,SHALL,True,Section 14.145 - Element 64 (Observation.referenceRange)
REQ-627,627,Modifier extensions must not change meaning of Resource or DomainResource elements,"""Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself)""",Constraint on modifier extensions to preserve semantic integrity of core FHIR elements,Test,FHIR Implementation,SHALL,False,Section 14.145 - Element 4 (Observation.modifierExtension)
REQ-628,628,Extension requirements must be met for extension definitions,"""There is a set of requirements that SHALL be met as part of the definition of the extension""",General requirement for proper extension definition and usage in FHIR resources,Test,FHIR Implementation,SHALL,False,Section 14.145 - Element 4 (Observation.modifierExtension)
REQ-629,629,Applications must check for modifier extensions,"""Applications processing a resource are required to check for modifier extensions""",Processing requirement for FHIR applications to handle modifier extensions appropriately,Test,FHIR Application,REQUIRED,False,Section 14.145 - Element 4 (Observation.modifierExtension)
REQ-630,630,Observation resource SHALL NOT contain nested resources when contained in another resource,"""If the resource is contained in another resource, it SHALL NOT contain nested Resources (contained.contained.empty())""",FHIR containment rules for Observation resources to prevent deeply nested structures,Test,FHIR Implementation,SHALL,False,"Section 14.144, dom-2 invariant"
REQ-631,631,Contained observation resource SHALL be referenced from elsewhere or refer to containing resource,"""If the",,,,,,
REQ-632,632,Clinical status SHALL be present if verification status is not entered-in-error,"""AllergyIntolerance.clinicalStatus SHALL be present if verificationStatus is not entered-in-error""",This constraint ensures data integrity in AllergyIntolerance resources by requiring clinical status to be populated unless the record is marked as entered-in-error,Test,FHIR Server/Client implementing US Core AllergyIntolerance Profile,SHALL,True,Section 14.114.2.2 Constraints (ait-1)
REQ-633,633,Clinical status SHALL NOT be present if verification status is entered-in-error,"""AllergyIntolerance.clinicalStatus SHALL NOT be present if verification Status is entered-in-error""",This constraint ensures data integrity by preventing clinical status from being populated when the record is marked as entered-in-error,Test,FHIR Server/Client implementing US Core AllergyIntolerance Profile,SHALL NOT,True,Section 14.114.2.2 Constraints (ait-2)
REQ-634,634,Servers SHALL support US Core SMART Scopes for allergy data access,"""Servers providing access to allergy and intolerance data SHALL support these [US Core SMART Scopes]: [resource level scopes]: <patient user system>/AllergyIntolerance.rs""",This requirement ensures proper authorization scope support for accessing allergy and intolerance data through SMART on FHIR,Test,FHIR Server implementing US Core AllergyIntolerance Profile,SHALL,False,Section 14.114.3.1 US Core Scopes
REQ-635,635,SHALL support searching for all allergies by patient,"""SHALL support searching for all allergies for a patient using the [patient] search parameter: GET [base]/AllergyIntolerance?patient={Type/}[id]""",This is a mandatory search capability for retrieving all allergy records for a specific patient,Test,FHIR Server implementing US Core AllergyIntolerance Profile,SHALL,False,Section 14.114.3.2 Mandatory Search Parameters
REQ-636,636,SHOULD support searching by patient and clinical-status combination,"""SHOULD support searching using the combination of the [patient] and [clinical-status] search parameters: GET [base]/AllergyIntolerance?patient={Type/}[id]&clinical-status={system }[code]""",This is an optional but recommended search capability for filtering allergy records by patient and clinical status,Test,FHIR Server implementing US Core AllergyIntolerance Profile,SHOULD,False,Section 14.114.3.3 Optional Search Parameters
REQ-637,637,US Core category slice codes SHALL be taken from US Core Simple Observation Category,"""The codes SHALL be taken from US Core Simple Observation Category (ValueSet-us-core-simple-observation-category.html)""",Category slice binding requirement for US Core specific categorization,Test,System implementing US Core Simple Observation Profile,SHALL,True,Section 14.162 - Observation.category:us-core binding
REQ-638,638,Observation SHALL be matched to patient when device observation lacks subject,"""The only circumstance in which the subject can be missing is when the observation is made by a device that does not know the patient. In this case, the observation SHALL be matched to a patient through some context/channel matching technique, and at this point, the observation should be updated.""",Subject element requirement for device-generated observations,Test,System implementing US Core Simple Observation Profile,SHALL,True,Section 14.162 - Observation.subject comments
REQ-639,639,CarePlan text status must use US Core Narrative Status value set,"""The codes SHALL be taken from [US Core Narrative Status](ValueSet-us-core-narrative-status.html)""","This requirement applies to the CarePlan.text.status element, which indicates whether the narrative is generated, additional, etc. The requirement constrains the allowable values to a specific US Core value set.",Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.text.status element"
REQ-640,640,CarePlan narrative div content must contain only basic HTML formatting elements,"""The narrative SHALL contain only the basic html formatting elements and attributes described in chapters 7-11 (except section 4 of chapter 9) and 15 of the HTML 4.0 standard, <a> elements (either name or href), images and internally contained style attributes""",This requirement applies to the CarePlan.text.div element which contains the actual narrative content as XHTML. It restricts the HTML elements that can be used.,Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.text.div element invariant txt-1"
REQ-641,641,CarePlan narrative must have non-whitespace content,"""The narrative SHALL have some non-whitespace content""",This requirement ensures that the CarePlan.text.div element contains meaningful content rather than being empty or containing only whitespace.,Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.text.div element invariant txt-2"
REQ-642,642,CarePlan status must use RequestStatus value set,"""The codes SHALL be taken from [RequestStatus](http://hl7.org/fhir/R4/valueset-request-status.html)""","This requirement applies to the CarePlan.status element which indicates whether the plan is currently being acted upon, represents future intentions or is now a historical record.",Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.status element"
REQ-643,643,CarePlan intent must use CarePlanIntent value set,"""The codes SHALL be taken from [CarePlanIntent](http://hl7.org/fhir/R4/valueset-care-plan-intent.html)""",This requirement applies to the CarePlan.intent element which indicates the level of authority/intentionality associated with the care plan.,Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.intent element"
REQ-644,644,CarePlan activity detail kind must use CarePlanActivityKind value set,"""The codes SHALL be taken from [CarePlanActivityKind](http://hl7.org/fhir/R4/valueset-care-plan-activity-kind.html)""",This requirement applies to the CarePlan.activity.detail.kind element which describes the kind of resource the in-line definition of a care plan activity is representing.,Test,System implementing US Core CarePlan Profile,SHALL,True,"Section 14.122, CarePlan.activity.detail.kind element"
REQ-645,645,CarePlan activity detail status must use CarePlanActivityStatus value set,"""The codes SHALL be taken from [CarePlanActivityStatus](http://hl7.org/fhir/R4/valueset-care-plan-activity-status.html)""",This requirement applies to the CarePlan.activity.detail.status element which identifies what progress is being made for the specific activity.,Test,System implementing US Core CarePlan Profile,SHALL,True,"Section 14.122, CarePlan.activity.detail.status element"
REQ-646,646,Modifier extensions must not change meaning of core elements,"""Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself)""",This requirement applies to any modifier extensions used within the CarePlan and ensures they do not alter the meaning of base FHIR elements.,Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.modifierExtension and CarePlan.activity.modifierExtension elements"
REQ-647,647,CarePlan activity must provide reference or detail but not both,"""Provide a reference or detail, not both (detail.empty() or reference.empty())""","This requirement ensures that each CarePlan activity is defined either through a reference to another resource or through inline detail, but not both methods simultaneously.",Test,System implementing US Core CarePlan Profile,SHALL,False,"Section 14.122, CarePlan.activity invariant cpl-3"
